paths,coordinates,class
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"656,2416",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2276,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2036,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2656,676",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1696,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2156,1256",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1976,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2256,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2156,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3756,3116",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"836,2756",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1636,896",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2236,496",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2276,1256",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1096,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2576,956",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1416,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1176,4166",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1836,1676",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2056,1496",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1156,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"716,2116",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"256,256",0.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1256,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3836,2476",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"2056,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"396,1836",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1556,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1736,1896",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1816,996",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"596,2516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3176,3696",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1556,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"616,2076",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1176,3656",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1136,2576",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"256,2556",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2156,576",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3896,3036",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2776,996",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"3602,486",0.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1396,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1596,1196",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1176,1176",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3656,2976",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1296,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2936,696",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1416,1136",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"516,1696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4116,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"676,2276",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2396,1576",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1436,1016",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1496,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3156,3636",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1616,1496",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1376,836",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2016,736",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1976,1056",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2256,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1556,1156",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1256,476",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"676,2396",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1276,896",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1796,1656",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3936,5546",0.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1896,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2616,3616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"636,1796",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1276,1976",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1296,2236",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1276,776",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"696,1416",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1496,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1816,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4156,1876",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"486,2326",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2856,3676",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"816,3496",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2896,3636",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1076,1656",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1796,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2256,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4136,2296",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2116,1676",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2856,876",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2636,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2576,656",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4216,1956",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1596,1996",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1516,1296",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1716,1616",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"3108,3016",0.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1496,956",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1356,776",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1496,656",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1496,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"896,2616",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2376,3816",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2136,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2516,3996",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1916,1936",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1196,1456",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1656,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2396,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3776,3196",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2156,376",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4016,2676",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1876,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3156,3616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2056,1076",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"836,1676",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1376,956",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1316,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"856,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4036,2356",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1436,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2836,3796",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"796,1736",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1876,1076",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1356,696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4216,1776",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"956,3056",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2276,1076",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3316,3536",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1556,1076",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1656,1916",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3336,3516",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1296,876",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2156,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2616,3636",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1236,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2596,3596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1816,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"5164,1406",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"476,3516",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1536,476",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1456,3916",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4376,1116",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1656,3756",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1756,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"616,2096",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1416,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2676,916",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2056,956",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1756,1576",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1636,596",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1956,876",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2536,1236",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"1176,2007",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2136,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"536,3596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2036,1576",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"976,3376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"916,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1456,3736",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"576,2356",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1796,1136",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3656,2776",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1516,1636",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2116,1156",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"996,2536",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4276,1896",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2396,3796",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2476,4036",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1476,1376",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1456,456",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1876,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2256,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"956,3656",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1496,1396",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3246,5546",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1916,936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1836,916",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1116,1456",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1856,1596",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"256,3246",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"316,1696",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2056,1156",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4176,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1716,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1216,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"556,2736",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1476,476",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1796,1656",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1636,3636",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"476,2416",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4216,2176",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"736,2436",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2896,3896",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2196,516",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"816,2476",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1976,596",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1616,3996",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1936,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3776,2376",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1356,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2076,1636",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"696,2816",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"676,3536",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2136,376",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1896,1996",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1816,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1096,1876",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3736,3196",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1456,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1196,3616",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1056,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2056,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2476,1036",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1416,736",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1356,1276",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1816,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2556,1076",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2056,676",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3896,2616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2116,1616",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2196,436",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4056,2516",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1896,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4256,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3976,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2076,1336",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2416,496",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1296,1576",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1676,956",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"816,1696",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1836,696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"716,2556",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"676,2536",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"256,1636",0.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1396,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3676,3236",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1916,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3316,3476",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1016,3356",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1636,1636",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"436,2416",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"716,1406",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2136,776",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4136,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1296,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"716,2056",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1516,756",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1116,2156",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"336,2276",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2756,3676",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1996,1456",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"636,2576",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"816,1936",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2156,3936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2456,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1876,3816",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4376,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"4640,1406",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1976,1136",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1836,416",1.0
